HITId,HITTypeId,Title,Description,Keywords,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Modifier,Input.Aspect,Input.Sentiment,Answer.sentiment.label,Approve,Reject
306996CF769AI72DV217BNOQAYVB16,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:49 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:49 PDT 2022,,,3IGI0VL64I9Z2SW5UW9T3YWGAPXONY,AQIP3DSYXEXX5,Approved,Thu May 19 08:07:53 PDT 2022,Thu May 19 08:11:14 PDT 2022,Sun May 22 08:11:14 PDT 2022,Thu May 19 08:11:53 PDT 2022,,,201,100% (29/29),100% (29/29),100% (29/29),goosey,Headset,,Very Positive,,
306W7JMRZ8NST7MYUNAMQXBYO418BN,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:39 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:39 PDT 2022,,,39RP059MESI91GMWEQP7KZ7HY04MBS,A2OVE5LM2B8H5I,Approved,Thu May 19 08:06:26 PDT 2022,Thu May 19 08:40:22 PDT 2022,Sun May 22 08:40:22 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,2036,100% (2/2),100% (2/2),100% (2/2),excellent,quality,,Very Positive,,
306W7JMRZ8NST7MYUNAMQXBYO41B8Q,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:52 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:52 PDT 2022,,,3PDJHANYKG5H3Q4QR2SMHEDT3DUH6T,A3KQ6T4Y9EA1B6,Approved,Thu May 19 08:06:27 PDT 2022,Thu May 19 08:08:16 PDT 2022,Sun May 22 08:08:16 PDT 2022,Thu May 19 08:09:07 PDT 2022,,,109,100% (21/21),100% (21/21),100% (21/21),clear,sound,,Neutral,,
307FVKVSZ1448UW6538T4J9X3SE47Q,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:46 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:46 PDT 2022,,,3ATPCQ38JJZ4CN6IRFDMJJAIPSYAYC,A1A7Y1FQU7GCLD,Approved,Thu May 19 08:07:50 PDT 2022,Thu May 19 08:24:12 PDT 2022,Sun May 22 08:24:12 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,982,100% (22/22),100% (22/22),100% (22/22),fabulous,product,,Positive,,
307FVKVSZ1448UW6538T4J9X3SE74T,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:52 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:52 PDT 2022,,,3T111IHZ5PFHA3KRLE7SFS61GN0R9B,A291LIXE07OTZ3,Approved,Thu May 19 08:07:43 PDT 2022,Thu May 19 08:08:00 PDT 2022,Sun May 22 08:08:00 PDT 2022,Thu May 19 08:08:47 PDT 2022,,,17,100% (7/7),100% (7/7),100% (7/7),issue,volume,,Very Negative,,
307L9TDWK8H8TJ5PLWKZQB3HP7NN3Z,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:08 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:08 PDT 2022,,,304SM51WAETCZBZ1YNLTW86NQPMSBA,A1TYQG653YL7M8,Approved,Thu May 19 08:06:52 PDT 2022,Thu May 19 08:06:58 PDT 2022,Sun May 22 08:06:58 PDT 2022,Thu May 19 08:07:48 PDT 2022,,,6,100% (31/31),100% (31/31),100% (31/31),annoying,pops,,Very Negative,,
3087LXLJ7W50OZTB4LJ3G8W1K4HF0P,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:10 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:10 PDT 2022,,,3LYA37P8I1CEBSMTTECR5MFD9V9KBL,A340NAODGVCWKL,Approved,Thu May 19 08:06:50 PDT 2022,Thu May 19 08:22:12 PDT 2022,Sun May 22 08:22:12 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,922,100% (25/25),100% (25/25),100% (25/25),sound,quality,,Positive,,
308KJXFUK1V68H9UR7LLMINFKZ1ATJ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:20 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:20 PDT 2022,,,31Q0U3WYD04P3FXH8NUTV5XIHZJ17E,A3KHUP9L6YGL0,Approved,Thu May 19 08:08:11 PDT 2022,Thu May 19 08:08:47 PDT 2022,Sun May 22 08:08:47 PDT 2022,Thu May 19 08:09:24 PDT 2022,,,36,100% (3/3),100% (3/3),100% (3/3),best,headphones,,Positive,,
309D674SI9AU5ACBBZQRSJ7HEVMBCW,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:55 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:55 PDT 2022,,,3IRIK4HM3L9QMITA5AEL6NGDQLP6C9,AS0K3B3JQBADE,Approved,Thu May 19 08:06:10 PDT 2022,Thu May 19 08:08:44 PDT 2022,Sun May 22 08:08:44 PDT 2022,Thu May 19 08:09:24 PDT 2022,,,154,100% (31/31),100% (31/31),100% (31/31),clear,cable,,Positive,,
309D674SI9AU5ACBBZQRSJ7HEVMCBX,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:08 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:08 PDT 2022,,,3907X2AHFBULY6JDNDOO0AY89Z2P2P,A3MHLQBHJ266G,Approved,Thu May 19 08:06:36 PDT 2022,Thu May 19 08:11:53 PDT 2022,Sun May 22 08:11:53 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,317,100% (18/18),100% (18/18),100% (18/18),fine,sound,,Positive,,
30EMX9PEWU8B5U51EYTK6RUPNSHKSJ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:15 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:15 PDT 2022,,,3U0SRXB7COU2Z5OLMOQXXT1LLCHNR6,A3OFJ64HZS87QA,Approved,Thu May 19 08:07:31 PDT 2022,Thu May 19 08:19:08 PDT 2022,Sun May 22 08:19:08 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,697,100% (2/2),100% (2/2),100% (2/2),dual,plug,,Very Positive,,
30EMX9PEWU8B5U51EYTK6RUPNSHSKR,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:20 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:20 PDT 2022,,,3H8DHMCCWK07QPKD7A3X0C3DCGLDKL,A1TYQG653YL7M8,Approved,Thu May 19 08:07:32 PDT 2022,Thu May 19 08:07:41 PDT 2022,Sun May 22 08:07:41 PDT 2022,Thu May 19 08:08:48 PDT 2022,,,9,100% (31/31),100% (31/31),100% (31/31),quiet,time,,Positive,,
30EV7DWJU5K121WLB0R8EUD83IT6YE,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:51 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:51 PDT 2022,,,3KKG4CDWKTNA9XITA2BF7ZVRO9G94A,A2B3VXX6G3GERF,Approved,Thu May 19 08:06:10 PDT 2022,Thu May 19 08:10:08 PDT 2022,Sun May 22 08:10:08 PDT 2022,Thu May 19 08:11:39 PDT 2022,,,238,100% (16/16),100% (16/16),100% (16/16),extended,periods,,Negative,,
30F94FBDO19BRREMXLLHHT7L2HMBTF,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:59 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:59 PDT 2022,,,3IO1LGZLKKMOAF3XOYYG41KU0U5684,AZG9AKMKU06ZE,Approved,Thu May 19 08:08:08 PDT 2022,Thu May 19 08:09:51 PDT 2022,Sun May 22 08:09:51 PDT 2022,Thu May 19 08:11:39 PDT 2022,,,103,100% (14/14),100% (14/14),100% (14/14),low,audio,,Positive,,
30IRMPJWE98Z4F5OZ9TFGHPT1QYKRV,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:15 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:15 PDT 2022,,,3180JW2OTF1HBSZ2AJL21LF8KAO5J7,A2R28I9SM3G0YL,Approved,Thu May 19 08:07:41 PDT 2022,Thu May 19 08:08:33 PDT 2022,Sun May 22 08:08:33 PDT 2022,Thu May 19 08:09:07 PDT 2022,,,52,100% (7/7),100% (7/7),100% (7/7),worth,headphones,,Very Positive,,
30OITAWPC0S2YP8UZ7QWC4973NO9HT,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:01 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:01 PDT 2022,,,3LO69W1SUE2LMFCMU0G6LXJPE86LG6,A3D8WEHC3FJ5UA,Approved,Thu May 19 08:07:25 PDT 2022,Thu May 19 08:11:43 PDT 2022,Sun May 22 08:11:43 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,258,100% (23/23),100% (23/23),100% (23/23),Easy,quality,,Neutral,,
30OITAWPC0S2YP8UZ7QWC4973NOH91,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:04 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:04 PDT 2022,,,3RJSC4XJ1BJA9MYGOBBWJG0CL1I05V,A2EE9G0LNC0AGM,Approved,Thu May 19 08:07:41 PDT 2022,Thu May 19 08:15:29 PDT 2022,Sun May 22 08:15:29 PDT 2022,Thu May 19 08:43:54 PDT 2022,,,468,100% (23/23),100% (23/23),100% (23/23),fun,part,,Positive,,
30P8I9JKPSAOF31216UJFPVEP6GV5E,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:18 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:18 PDT 2022,,,3K4J6M3CXPI4QWLIX9RGCJ3EKW7GAJ,A34DIKYKLRRSIT,Approved,Thu May 19 08:07:49 PDT 2022,Thu May 19 08:07:57 PDT 2022,Sun May 22 08:07:57 PDT 2022,Thu May 19 08:08:33 PDT 2022,,,8,100% (14/14),100% (14/14),100% (14/14),good,Advents,,Very Positive,,
30QQTY5GNU93PSQLK9ZBHN7R251U72,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:52 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:52 PDT 2022,,,30MVJZJNHX20CF1ED9YJD1KA6669J1,AO68BKTMHUBGU,Approved,Thu May 19 08:06:27 PDT 2022,Thu May 19 08:27:26 PDT 2022,Sun May 22 08:27:26 PDT 2022,Thu May 19 08:43:55 PDT 2022,,,1259,100% (22/22),100% (22/22),100% (22/22),BEST,headphones,,Positive,,
30QQTY5GNU93PSQLK9ZBHN7R2527UG,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:02 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:02 PDT 2022,,,3ZPPDN2SL6LS1ZFMZ8NSGL7I1YA9EG,AO68BKTMHUBGU,Approved,Thu May 19 08:06:23 PDT 2022,Thu May 19 08:27:08 PDT 2022,Sun May 22 08:27:08 PDT 2022,Thu May 19 08:43:55 PDT 2022,,,1245,100% (22/22),100% (22/22),100% (22/22),musical,qualities,,Positive,,
30U1YOGZHKL3ROZRMH7X2EZZ3JKDSZ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:51 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:51 PDT 2022,,,30H4UDGLTD7B5AN6XV78FJC6F4JMPD,AZ0KS5UTO3EJ2,Approved,Thu May 19 08:06:48 PDT 2022,Thu May 19 08:06:56 PDT 2022,Sun May 22 08:06:56 PDT 2022,Thu May 19 08:07:25 PDT 2022,,,8,100% (7/7),100% (7/7),100% (7/7),not maybe,model,,Neutral,,
30U1YOGZHKL3ROZRMH7X2EZZ3JKSDE,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:15 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:15 PDT 2022,,,3TPZPLC3MB1AJOFWRD2TJK30FD33PF,A3D8WEHC3FJ5UA,Approved,Thu May 19 08:08:04 PDT 2022,Thu May 19 08:12:13 PDT 2022,Sun May 22 08:12:13 PDT 2022,Thu May 19 08:43:55 PDT 2022,,,249,100% (23/23),100% (23/23),100% (23/23),different,brand,,Neutral,,
30UZJB2PPR143UZJHWODWU3VYMN53R,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:55 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:55 PDT 2022,,,3AMW0RGHOORHNS869WM8SY16KUTNPE,A2EE9G0LNC0AGM,Approved,Thu May 19 08:07:29 PDT 2022,Thu May 19 08:14:47 PDT 2022,Sun May 22 08:14:47 PDT 2022,Thu May 19 08:43:55 PDT 2022,,,438,100% (23/23),100% (23/23),100% (23/23),great,headphones,,Positive,,
30Y6N4AHZZLRQ9ZE7S7SC4U3HH0RDO,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:45 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:45 PDT 2022,,,3VHHR074HE62TM1L1XCCFK6WF5N7LP,A3OFJ64HZS87QA,Approved,Thu May 19 08:06:59 PDT 2022,Thu May 19 08:18:36 PDT 2022,Sun May 22 08:18:36 PDT 2022,Thu May 19 08:43:55 PDT 2022,,,697,100% (2/2),100% (2/2),100% (2/2),loud,old,,Very Positive,,
30Y6N4AHZZLRQ9ZE7S7SC4U3HH1DRB,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:51 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:51 PDT 2022,,,3PS7W85Z8ARUQIXJP3CNF77J48X9T6,A2WZ22WG3UEH87,Approved,Thu May 19 08:06:46 PDT 2022,Thu May 19 08:06:53 PDT 2022,Sun May 22 08:06:53 PDT 2022,Thu May 19 08:07:25 PDT 2022,,,7,100% (22/22),100% (22/22),100% (22/22),Terrific,sound,,Positive,,
