HITId,HITTypeId,Title,Description,Keywords,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Modifier,Input.Aspect,Answer.sentiment.label,Approve,Reject
304QEQWK0Z9UUC643O2T325FCBS0OS,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,37XITHEIS7YJ81RUXYHJHI79NHUCRN,A25ZEIM3YKGWVL,Approved,Wed May 25 13:39:49 PDT 2022,Wed May 25 13:39:55 PDT 2022,Sat May 28 13:39:55 PDT 2022,Wed May 25 13:42:26 PDT 2022,,,6,100% (26/26),100% (26/26),100% (26/26),too small,tad,Neutral,,
33CLA8O0NS0OOTDAYY2I04XOT00RFV,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3FQ5JJ512WDGC1BQW4H0WHF7RTEKNK,A3TYCJO2DG3RMH,Approved,Wed May 25 13:40:04 PDT 2022,Wed May 25 13:40:13 PDT 2022,Sat May 28 13:40:13 PDT 2022,Wed May 25 13:42:51 PDT 2022,,,9,100% (5/5),100% (5/5),100% (5/5),not help,aids,,,
304QEQWK0Z9UUC643O2T325FCBRO0F,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,3A0EX8ZRNJD9VXBAXTDIEUUO8JAYB5,A3F4HFW1BAGQTX,Approved,Wed May 25 13:41:56 PDT 2022,Wed May 25 13:44:15 PDT 2022,Sat May 28 13:44:15 PDT 2022,Wed May 25 13:48:56 PDT 2022,,,139,100% (60/60),100% (60/60),100% (60/60),softer,pads,Very Positive,,
3KTZHH2OOS4OCYQVLC0V4DMS09P8M8,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:45 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:45 PDT 2022,,,3Y54SXRO1WASAALMNE7EB3UXI2XUTR,AVIEE6LDH0BT5,Approved,Wed May 25 13:37:53 PDT 2022,Wed May 25 13:38:48 PDT 2022,Sat May 28 13:38:48 PDT 2022,Wed May 25 13:51:09 PDT 2022,,,55,100% (95/95),100% (95/95),100% (95/95),Great,buy,Positive,,
3RTFSSG7UIVFWH4SJ3FMIGAPIB1LWX,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,3IAEQB9FMP9YLPEUWOM0ONX80WLDWR,AS92V08A13X6Y,Approved,Wed May 25 13:39:00 PDT 2022,Wed May 25 13:39:09 PDT 2022,Sat May 28 13:39:09 PDT 2022,Wed May 25 13:52:04 PDT 2022,,,9,100% (51/51),100% (51/51),100% (51/51),old,set,Negative,,
3OQQD2WO9SVGFIUYOG77L3703ED3IV,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3TUI152ZZMCZ9X2W4M3ZVWEDNY31QN,A13KQQ3S0MPYRP,Approved,Wed May 25 13:42:46 PDT 2022,Wed May 25 13:44:38 PDT 2022,Sat May 28 13:44:38 PDT 2022,Wed May 25 13:51:21 PDT 2022,,,112,100% (45/45),100% (45/45),100% (45/45),great,solution,Neutral,,
3JMNNNO3CBT9VVIK9XXH3KBGCBAW2J,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:45 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:45 PDT 2022,,,3AWETUDC9DHJNVZLZP7IEO7393XZI5,A2519LCLPN7Y6I,Approved,Wed May 25 13:40:06 PDT 2022,Wed May 25 13:40:13 PDT 2022,Sat May 28 13:40:13 PDT 2022,Wed May 25 13:51:09 PDT 2022,,,7,100% (7/7),100% (7/7),100% (7/7),clear,Sounds,Positive,,
3ABAOCJ4SITUI2QR76HVQ47SUFBMQX,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:09 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:09 PDT 2022,,,3OXV7EAXLPF29IXRCH3KDKCJLH436J,A3U7KCX5530RT4,Approved,Wed May 25 13:40:27 PDT 2022,Wed May 25 13:40:44 PDT 2022,Sat May 28 13:40:44 PDT 2022,Wed May 25 13:49:56 PDT 2022,,,17,100% (13/13),100% (13/13),100% (13/13),asleep,kid,Neutral,,
324N5FAHT70RXMM58TYPHEEWM2UVKU,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,3WJ1OXY92L5PXHF0EBFSK6MGXMLA87,A3EM1FUIP8ROTQ,Approved,Wed May 25 13:39:41 PDT 2022,Wed May 25 13:40:36 PDT 2022,Sat May 28 13:40:36 PDT 2022,Wed May 25 13:42:33 PDT 2022,,,55,100% (10/10),100% (10/10),100% (10/10),hard,earpads,Negative,,
35F6NGNVNI8OPFBWK491CRLPJXET76,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:46 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:46 PDT 2022,,,3ZPPDN2SL6LS1ZFMZ8NSGL7I2719EQ,A3GZPS669T8ERO,Approved,Wed May 25 13:39:20 PDT 2022,Wed May 25 13:39:28 PDT 2022,Sat May 28 13:39:28 PDT 2022,Wed May 25 13:42:08 PDT 2022,,,8,100% (29/29),100% (29/29),100% (29/29),easy,adjustments,Positive,,
3O4VWC1GF6VCATE46YS7X4M0GT23J7,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,33PPO7FEC64GKUUP77ILNWO0LLOIDQ,A2JP9IKRHNLRPI,Approved,Wed May 25 13:41:41 PDT 2022,Wed May 25 13:42:13 PDT 2022,Sat May 28 13:42:13 PDT 2022,Wed May 25 13:51:22 PDT 2022,,,32,100% (79/79),100% (79/79),100% (79/79),great,aid,Positive,,
3EQPA8A38ELDVMLXR5NG15RFVO1JZK,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:08 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:08 PDT 2022,,,3YGXWBAF7B6C7VPWMML69PWZV3C4CY,AVIEE6LDH0BT5,Approved,Wed May 25 13:43:17 PDT 2022,Wed May 25 13:43:28 PDT 2022,Sat May 28 13:43:28 PDT 2022,Wed May 25 13:51:35 PDT 2022,,,11,100% (95/95),100% (95/95),100% (95/95),good,quality,Positive,,
3J06WJ78IX95DXGH7XCWJNPD201VVG,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3XUHV3NRVVNLKM4CMJIHP8ZT8RB5HC,A2LD7WNF6EPLBY,Approved,Wed May 25 13:40:36 PDT 2022,Wed May 25 13:41:00 PDT 2022,Sat May 28 13:41:00 PDT 2022,Wed May 25 13:51:22 PDT 2022,,,24,100% (10/10),100% (10/10),100% (10/10),minor,nuisance,Positive,,
3ZQX1VYFUNUCC1B7YSF8WHBXV948ON,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:46 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:46 PDT 2022,,,3WAKVUDHU755CCOFAB4D672FT587UU,A2HM35CWB7IIFM,Approved,Wed May 25 13:40:28 PDT 2022,Wed May 25 13:40:32 PDT 2022,Sat May 28 13:40:32 PDT 2022,Wed May 25 13:51:09 PDT 2022,,,4,100% (24/24),100% (24/24),100% (24/24),good,reviews,Positive,,
3CRWSLD92UTRXQDBSTPR1ZCSFETMOP,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:08 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:08 PDT 2022,,,3180JW2OTF1HBSZ2AJL21LF8LJEJ5U,A2YO837C0O1E91,Approved,Wed May 25 13:39:13 PDT 2022,Wed May 25 13:39:17 PDT 2022,Sat May 28 13:39:17 PDT 2022,Wed May 25 13:50:12 PDT 2022,,,4,100% (35/35),100% (35/35),100% (35/35),immediately,headset,Neutral,,
3VDI8GSXBPIOKOU9A920R82V4ND8G0,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3S96KQ6I9XT6T8A01JHP13Q9W24TDI,A2JP9IKRHNLRPI,Approved,Wed May 25 13:42:16 PDT 2022,Wed May 25 13:43:07 PDT 2022,Sat May 28 13:43:07 PDT 2022,Wed May 25 13:51:22 PDT 2022,,,51,100% (79/79),100% (79/79),100% (79/79),prospective,buyers,Neutral,,
3SA4EMRVK5RCFCI5IOF8S2A5MGO0P9,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,3TPZPLC3MB1AJOFWRD2TJK30GMV3PQ,A2OZLBV28P7HBC,Approved,Wed May 25 13:42:47 PDT 2022,Wed May 25 13:43:02 PDT 2022,Sat May 28 13:43:02 PDT 2022,Wed May 25 13:52:04 PDT 2022,,,15,100% (18/18),100% (18/18),100% (18/18),SOUND,LEVEL,Neutral,,
33BFF6QPJB0YGDE3DXBMMUG8IPAW3U,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:46 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:46 PDT 2022,,,3GU1KF0O4TQFMJJ966HZ131C4E6BPN,A3NFGEUZAH9V5G,Approved,Wed May 25 13:39:24 PDT 2022,Wed May 25 13:39:27 PDT 2022,Sat May 28 13:39:27 PDT 2022,Wed May 25 13:42:51 PDT 2022,,,3,100% (8/8),100% (8/8),100% (8/8),second,set,Very Negative,,
38F60IALBQ6A74BCZ5OSXCB2BJ8T06,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3E13VNJ1NYKMSZEDREYQMUNRWOKI1Z,AS92V08A13X6Y,Approved,Wed May 25 13:39:58 PDT 2022,Wed May 25 13:40:05 PDT 2022,Sat May 28 13:40:05 PDT 2022,Wed May 25 13:42:58 PDT 2022,,,7,100% (51/51),100% (51/51),100% (51/51),center,head,Very Positive,,
3RZS0FBRXUZW94DLU48SN3C6V5LCPE,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:08 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:08 PDT 2022,,,36U2A8VAGCOAO0F436QBDXDEVDIKYA,A1IGKJ200N82S9,Approved,Wed May 25 13:40:00 PDT 2022,Wed May 25 13:40:57 PDT 2022,Sat May 28 13:40:57 PDT 2022,Wed May 25 13:51:35 PDT 2022,,,57,100% (36/36),100% (36/36),100% (36/36),just fine,headsets,Positive,,
37M4O367WT75PG7TNETSSTC1YJO5M3,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,3G0WWMR1U692N49L991XS3RGQZ6QNI,A1O4RSQM7PU2QR,Approved,Wed May 25 13:40:42 PDT 2022,Wed May 25 13:40:49 PDT 2022,Sat May 28 13:40:49 PDT 2022,Wed May 25 13:42:14 PDT 2022,,,7,100% (32/32),100% (32/32),100% (32/32),HIGH,ENOUGH,Very Positive,,
371QPA24DCDAETWUVOSSBHUCGBET19,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3XLBSAQ9ZF1MYBIPGY3LNZHUVNM7ZI,A2YO837C0O1E91,Approved,Wed May 25 13:38:33 PDT 2022,Wed May 25 13:38:39 PDT 2022,Sat May 28 13:38:39 PDT 2022,Wed May 25 13:42:12 PDT 2022,,,6,100% (35/35),100% (35/35),100% (35/35),half,hour,Neutral,,
38VTL6WC5K25JXW76HH3MOZ87T1Y5L,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:39 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:39 PDT 2022,,,3G2UL9A02O3KA1YEET6AQ1OZQJQ76S,A22W35DQBCRDRT,Approved,Wed May 25 13:41:19 PDT 2022,Wed May 25 13:41:30 PDT 2022,Sat May 28 13:41:30 PDT 2022,Wed May 25 13:42:59 PDT 2022,,,11,100% (16/16),100% (16/16),100% (16/16),SOUND,LEVEL,Neutral,,
3WRKFXQBPLWHVLRMD10XBX3DCF7YIV,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:46 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:46 PDT 2022,,,35GCEFQ6IGD4XSH2EM0VAI5EQL03Z9,A1NBAUGDQPVMHH,Approved,Wed May 25 13:39:06 PDT 2022,Wed May 25 13:39:39 PDT 2022,Sat May 28 13:39:39 PDT 2022,Wed May 25 13:51:09 PDT 2022,,,33,100% (32/32),100% (32/32),100% (32/32),bad,hearing,Negative,,
30P8I9JKPSAOF31216UJFPVEPC05VK,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,39LOEL67O3UPDWGF5W0IXY8ARCV386,A2YO837C0O1E91,Approved,Wed May 25 13:42:17 PDT 2022,Wed May 25 13:42:21 PDT 2022,Sat May 28 13:42:21 PDT 2022,Wed May 25 13:48:58 PDT 2022,,,4,100% (35/35),100% (35/35),100% (35/35),charging,stand,Neutral,,
